time,bnds,lat,plev,time_bnds,aps,tm1,O3
2019-07-01 08:00:00,0,82.31291,4813.4,2018-02-14 00:24:00,100838.66,216.20891,3.429781e-06
2019-07-01 08:00:00,0,82.31291,5242.99,2018-02-14 00:24:00,100838.66,216.47061,3.2141652e-06
2019-07-01 08:00:00,0,82.31291,5714.27,2018-02-14 00:24:00,100838.66,216.7297,2.9739504e-06
2019-07-01 08:00:00,0,82.31291,6232.16,2018-02-14 00:24:00,100838.66,216.99112,2.711759e-06
2019-07-01 08:00:00,0,82.31291,6801.72,2018-02-14 00:24:00,100838.66,217.2504,2.4352564e-06
2019-07-01 08:00:00,0,82.31291,7426.77,2018-02-14 00:24:00,100838.66,217.35278,2.1553085e-06
2019-07-01 08:00:00,0,82.31291,8111.52,2018-02-14 00:24:00,100838.66,217.56924,1.8762382e-06
2019-07-01 08:00:00,0,82.31291,8863.41,2018-02-14 00:24:00,100838.66,217.91904,1.6058457e-06
2019-07-01 08:00:00,0,82.31291,9692.32,2018-02-14 00:24:00,100838.66,217.61894,1.3596946e-06
2019-07-01 08:00:00,0,82.31291,10608.0,2018-02-14 00:24:00,100838.66,217.75786,1.1500641e-06
